class	count	class;label	percentage
Q7832362	1	'traditional story'@en	0.0%
Q7832239	1	'trading fund'@en	0.0%
Q7830411	1	'toxicology testing'@en	0.0%
Q7829892	1	'town of New Jersey'@en	0.0%
Q782543	1	'graphical user interface'@en	0.0%
Q78155096	1	'family of protein complexes'@en	0.0%
Q781546	1	'logical possibility'@en	0.0%
Q781402	1	'piyyut'@en	0.0%
Q78129516	1	'cloud supplementary feature'@en	0.0%
Q7805320	1	'time formatting and storage bugs'@en	0.0%
Q7802	1	'bread'@en	0.0%
Q779415	1	'special administrative region of China'@en	0.0%
Q778000	1	'Ausbildungsberuf'@en	0.0%
Q7777019	1	'meadow'@en	0.0%
Q77664398	1	'association football terminology'@en	0.0%
Q775533	1	'cranial suture'@en	0.0%
Q77478212	1	'bullfighting term'@en	0.0%
Q77468620	1	'psychology terminology'@en	0.0%
Q772497	1	'Hebrew cantillation'@en	0.0%
Q77115	1	'community center'@en	0.0%
Q771035	1	'traditional medicine'@en	0.0%
Q770987	1	'Penitential Psalms'@en	0.0%
Q7706031	1	'Tetas'@en	0.0%
Q769713	1	'café-théâtre'@en	0.0%
Q7697093	1	'television play'@en	0.0%
Q769696	1	'ethnic minority'@en	0.0%
Q769603	1	'non-metropolitan county'@en	0.0%
Q7694920	1	'tehsil of India'@en	0.0%
Q7692348	1	'technical limitation'@en	0.0%
Q7688	1	'raion'@en	0.0%
Q768575	1	'lens'@en	0.0%
Q7681353	1	'Tamil Nadu State Film Awards'@en	0.0%
Q7674132	1	'terrorism tactic'@en	0.0%
Q766875	1	'ethnic conflict'@en	0.0%
Q7643429	1	'superhero comics'@en	0.0%
Q764285	1	'chemical property'@en	0.0%
Q7638697	1	'sun grant institution'@en	0.0%
Q7631769	1	'sub-orbital spaceplane'@en	0.0%
Q7628270	1	'studio band'@en	0.0%
Q7627808	1	'student center'@en	0.0%
Q76213979	1	'convenience store chain'@en	0.0%
Q76213285	1	'clothing store chain'@en	0.0%
Q76164271	1	'sociological terminology'@en	0.0%
Q7603925	1	'television documentary'@en	0.0%
Q76009696	1	'administrative district of Czech municipality with authorized municipal office'@en	0.0%
Q76007695	1	'administrative district of Czech municipality with expanded powers'@en	0.0%
Q759860	1	'entrance examination'@en	0.0%
Q7590	1	'transport'@en	0.0%
Q758895	1	'audio player software'@en	0.0%
Q758871	1	'audio coding format'@en	0.0%
Q75871048	1	'C class'@en	0.0%
Q7585305	1	'Critics\' Choice Movie Award'@en	0.0%
Q7579839	1	'sports complex'@en	0.0%
Q75762	1	'Zamenhof-Esperanto object'@en	0.0%
Q7574898	1	'specialist law enforcement agency'@en	0.0%
Q7574799	1	'special city of South Korea'@en	0.0%
Q757292	1	'border checkpoint'@en	0.0%
Q756926	1	'shounen-ai'@en	0.0%
Q7558985	1	'solutional cave'@en	0.0%
Q755017	1	'tell'@en	0.0%
Q7540126	1	'headquarters'@en	0.0%
Q753486	1	'screensaver'@en	0.0%
Q7534220	1	'Russian fairy tales'@en	0.0%
Q753110	1	'songwriter'@en	0.0%
Q752783	1	'human spaceflight'@en	0.0%
Q752295	1	'photoblog'@en	0.0%
Q751850	1	'astronomy software'@en	0.0%
Q7512608	1	'signage system'@en	0.0%
Q75050	1	'genealogy software'@en	0.0%
Q7502092	1	'short story cycle'@en	0.0%
Q75	1	'Internet'@en	0.0%
Q749720	1	'Tai'@en	0.0%
Q749565	1	'structural basin'@en	0.0%
Q749316	1	'snack'@en	0.0%
Q7482056	1	'Irish folk music'@en	0.0%
Q746628	1	'studio'@en	0.0%
Q746183	1	'ketone bodies'@en	0.0%
Q7460342	1	'shade of blue'@en	0.0%
Q745877	1	'credit union'@en	0.0%
Q745775	1	'narrative mode'@en	0.0%
Q745545	1	'anti-radiation missile'@en	0.0%
Q744691	1	'Mira variable'@en	0.0%
Q744099	1	'hillfort'@en	0.0%
Q7437588	1	'Scotticism'@en	0.0%
Q7432536	1	'School of Philosophy'@en	0.0%
Q7419624	1	'semi-detached house'@en	0.0%
Q741701	1	'airline code'@en	0.0%
Q74047	1	'ghost town'@en	0.0%
Q740464	1	'legal act'@en	0.0%
Q737460	1	'visual impairment'@en	0.0%
Q7373622	1	'Royal Air Force station'@en	0.0%
Q73712633	1	'Australian bushfire season'@en	0.0%
Q736917	1	'formation'@en	0.0%
Q7365	1	'muscle organ'@en	0.0%
Q736427	1	'staple food'@en	0.0%
Q7361876	1	'Roman Catholic dogma'@en	0.0%
Q7354800	1	'rock concert'@en	0.0%
Q735478	1	'newsreel'@en	0.0%
Q735428	1	'town in China'@en	0.0%
Q73504838	1	'Teenage Mutant Ninja Turtles film'@en	0.0%
Q73502569	1	'Star Trek character'@en	0.0%
Q73493683	1		0.0%
Q732997	1	'British Academy Film Awards'@en	0.0%
Q732948	1	'society of apostolic life'@en	0.0%
Q732876	1	'professional golf tour'@en	0.0%
Q73278267	1	'copyright holding organisation'@en	0.0%
Q731978	1	'mode'@en	0.0%
Q7309443	1	'registration county'@en	0.0%
Q7309306	1	'region of Victoria'@en	0.0%
Q73071329	1	'terminator'@en	0.0%
Q7307	1	'kiss'@en	0.0%
Q730471	1	'Luxembourg in the Eurovision Song Contest'@en	0.0%
Q729438	1	'economic integration'@en	0.0%
Q728937	1	'railway line'@en	0.0%
Q7283	1	'terrorism'@en	0.0%
Q72803622	1	'emission-line star'@en	0.0%
Q72801119	1	'tertiary amine'@en	0.0%
Q728	1	'weapon'@en	0.0%
Q7279006	1	'(±)-adrenaline'@en	0.0%
Q727407	1	'trump'@en	0.0%
Q7271585	1	'schedule'@en	0.0%
Q727002	1	'charter'@en	0.0%
Q72698226	1	'Damenkapelle'@en	0.0%
Q726761	1	'HTML editor'@en	0.0%
Q726378	1	'microkernel'@en	0.0%
Q726235	1	'e-book reader'@en	0.0%
Q7260412	1	'Punk zine'@en	0.0%
Q7257831	1	'public holidays in Sabah'@en	0.0%
Q7257727	1	'public domain music'@en	0.0%
Q725744	1	'keyboard layout'@en	0.0%
Q7257246	1	'pub chain'@en	0.0%
Q7250609	1	'prosign for Morse code'@en	0.0%
Q7248117	1	'professional wrestling weight class'@en	0.0%
Q7247856	1	'productivity software'@en	0.0%
Q7246190	1	'Private college'@en	0.0%
Q724473	1	'chorale'@en	0.0%
Q7243180	1	'primary ticket outlet'@en	0.0%
Q72408184	1		0.0%
Q72406516	1		0.0%
Q723685	1	'video on demand'@en	0.0%
Q722693	1	'Ireland in the Eurovision Song Contest'@en	0.0%
Q722568	1	'perfluorinated compound'@en	0.0%
Q722080	1	'private label'@en	0.0%
Q721830	1	'pay television'@en	0.0%
Q7217761	1	'manned spacecraft'@en	0.0%
Q7216840	1	'urban-type settlement in Ukraine'@en	0.0%
Q72148863	1	'purine ribonucleoside 5\'-triphosphate'@en	0.0%
Q7209526	1	'police tactical unit'@en	0.0%
Q72070508	1	'group or class of molecular entities'@en	0.0%
Q719987	1	'province of Ecuador'@en	0.0%
Q719592	1	'local council of Malta'@en	0.0%
Q719506	1	'Maiar'@en	0.0%
Q718893	1	'theater'@en	0.0%
Q7188	1	'government'@en	0.0%
Q7171574	1	'pet monkey'@en	0.0%
Q71631512	1	'tabletop role-playing game supplement'@en	0.0%
Q71533077	1	'Wikibase reason for preferred rank'@en	0.0%
Q714737	1	'category of being'@en	0.0%
Q71186602	1	'role'@en	0.0%
Q71135998	1	'underwater observatory'@en	0.0%
Q71076284	1	'award for best editing'@en	0.0%
Q7075242	1	'Oboe quartet'@en	0.0%
Q7069589	1	'numbered street'@en	0.0%
Q70641669	1	'live album series'@en	0.0%
Q7062022	1	'not-for-profit arts organization'@en	0.0%
Q705914	1	'deed'@en	0.0%
Q70228927	1	'recoilless personal anti-tank weapon'@en	0.0%
Q701165	1	'maquis'@en	0.0%
Q698105	1	'Grumman HU-16 Albatross'@en	0.0%
Q697434	1	'MP3 player'@en	0.0%
Q697295	1	'shrine'@en	0.0%
Q697196	1	'ocean liner'@en	0.0%
Q6961869	1	'naming convention'@en	0.0%
Q6958514	1	'Nagar Palika'@en	0.0%
Q6949149	1	'mythic humanoid'@en	0.0%
Q6942465	1	'music written in all 24 major and minor keys'@en	0.0%
Q69391739	1	'Greek colony'@en	0.0%
Q6936404	1	'Municipalities of the State of Palestine'@en	0.0%
Q6936301	1	'municipal authority in Pennsylvania'@en	0.0%
Q6927120	1		0.0%
Q692077	1	'nevus'@en	0.0%
Q690856	1	'ringtone'@en	0.0%
Q689863	1	'synchrotron'@en	0.0%
Q68773139	1	'music center'@en	0.0%
Q687312	1	'Vorort'@en	0.0%
Q68723978	1	'unit of temperature'@en	0.0%
Q686984	1	'civil disorder'@en	0.0%
Q686919	1	'Seven virtues'@en	0.0%
Q686822	1	'bill'@en	0.0%
Q6832945	1	'private company limited by shares'@en	0.0%
Q68295960	1	'Swedish government agency'@en	0.0%
Q682697	1	'comprehensive school'@en	0.0%
Q6817456	1	'mental exercise'@en	0.0%
Q681263	1	'open standard'@en	0.0%
Q68019776	1	'multiplicative identity'@en	0.0%
Q68	1	'computer'@en	0.0%
Q679206	1	'organizational unit'@en	0.0%
Q679165	1	'squadron'@en	0.0%
Q6787799	1	'matriculation examination'@en	0.0%
Q678345	1	'prequel'@en	0.0%
Q678116	1	'government in exile'@en	0.0%
Q677466	1	'video clip'@en	0.0%
Q67605749	1	'mixing studio'@en	0.0%
Q67518233	1	'process'@en	0.0%
Q67476316	1	'college athletic conference'@en	0.0%
Q674541	1	'Mittelgebirge'@en	0.0%
Q6739664	1	'Thursday Drama (TV Asahi)'@en	0.0%
Q67376938	1	'historic county of the United Kingdom'@en	0.0%
Q672729	1	'Islamic Republic'@en	0.0%
Q672593	1	'wheel arrangement'@en	0.0%
Q67201574	1	'sub-millimetric source'@en	0.0%
Q67197651	1	'Zumkeller number'@en	0.0%
Q671832	1	'selling technique'@en	0.0%
Q671354	1	'public holidays in Switzerland'@en	0.0%
Q67123843	1	'town divided by border'@en	0.0%
Q67101749	1	'group or class of transmembrane transport proteins'@en	0.0%
Q67080166	1	'protocol suite'@en	0.0%
Q670265	1	'eisteddfod'@en	0.0%
Q670113	1	'fixed-base operator'@en	0.0%
Q669970	1	'Imperial Diet'@en	0.0%
Q669824	1	'frog-mouth helm'@en	0.0%
Q66902062	1	'complex mixtures'@en	0.0%
Q6686945	1	'wiki software'@en	0.0%
Q66821499	1	'insect dye'@en	0.0%
Q66811410	1	'medical profession'@en	0.0%
Q66762677	1	'political term'@en	0.0%
Q66747126	1	'computer science term'@en	0.0%
Q66746920	1	'jargon term'@en	0.0%
Q66740226	1	'military term'@en	0.0%
Q6674	1	'devil'@en	0.0%
Q66739237	1	'publishing term'@en	0.0%
Q66736016	1	'British regiment'@en	0.0%
Q66724388	1	'autonomous country within the Kingdom of Denmark'@en	0.0%
Q66715753	1	'Wikimedia list of persons by position held'@en	0.0%
Q6670851	1	'synchrotron light source'@en	0.0%
Q667018	1	'wax museum'@en	0.0%
Q666943	1	'associated commune'@en	0.0%
Q66666236	1	'Wikimedia list of persons by occupation'@en	0.0%
Q66654697	1	'Mexican Figure Skating Federation'@en	0.0%
Q66589878	1	'tryptamine alkaloid'@en	0.0%
Q66481339	1	'fictional artificial intelligence'@en	0.0%
Q66475652	1	'banned work'@en	0.0%
Q66475447	1	'family name affix'@en	0.0%
Q66392	1	'binary compound'@en	0.0%
Q66364050	1	'living arrangement'@en	0.0%
Q66363776	1	'family structure'@en	0.0%
Q6634155	1	'national stadium'@en	0.0%
Q66307429	1	'place of mass murder'@en	0.0%
Q662656	1	'pole star'@en	0.0%
Q66124573	1	'menthane monoterpenoids'@en	0.0%
Q66088840	1	'audio processor'@en	0.0%
Q66049140	1	'soundtrack extended play'@en	0.0%
Q660267	1	'Sephirot'@en	0.0%
Q66010158	1	'month starting on Sunday'@en	0.0%
Q6599	1	'plutino'@en	0.0%
Q65988187	1	'oxygenated hydrocarbons'@en	0.0%
Q65971239	1	'WWII resistance group'@en	0.0%
Q65966993	1	'hypertext system'@en	0.0%
Q659390	1	'construct'@en	0.0%
Q6592	1	'trans-Neptunian object'@en	0.0%
Q6589202	1	'interior ministry'@en	0.0%
Q657596	1	'unary operation'@en	0.0%
Q657326	1	'estates of the realm'@en	0.0%
Q65630486	1	'fictional city-state'@en	0.0%
Q65598478	1	'collaborative single'@en	0.0%
Q65553774	1	'chain'@en	0.0%
Q6554101	1	'medical device'@en	0.0%
Q6549533	1	'limited express'@en	0.0%
Q654396	1	'stellar wind'@en	0.0%
Q6542557	1	'library consortium'@en	0.0%
Q65236448	1	'Scout camp'@en	0.0%
Q651794	1	'compiled language'@en	0.0%
Q651476	1	'computer surveillance'@en	0.0%
Q65069441	1	'Singlovi 2017'@en	0.0%
Q65048226	1	'fictional reptile'@en	0.0%
Q65048168	1	'persona in a work of fiction'@en	0.0%
Q650241	1	'financial institution'@en	0.0%
Q650051	1	'nuclear bomb'@en	0.0%
Q6497446	1	'veil'@en	0.0%
Q6497384	1	'Vulcan'@en	0.0%
Q649352	1	'public holidays in Germany'@en	0.0%
Q648681	1	'district of Serbia'@en	0.0%
Q64831112	1	'big bang'@en	0.0%
Q64767588	1	'demigod or quasi-deity in a work of fiction'@en	0.0%
Q64732764	1	'cave church'@en	0.0%
Q64728935	1	'future event'@en	0.0%
Q6472	1	'stellar evolution'@en	0.0%
Q646754	1	'open letter'@en	0.0%
Q646740	1	'landing operation'@en	0.0%
Q646683	1	'music sequencer'@en	0.0%
Q64596595	1	'instrumental band'@en	0.0%
Q645924	1	'classical Kuiper belt object'@en	0.0%
Q64588497	1	'accounting term'@en	0.0%
Q645858	1	'dietary supplement'@en	0.0%
Q64513524	1	'economics term'@en	0.0%
Q64506407	1	'skilled trade'@en	0.0%
Q64503961	1	'funeral service professional'@en	0.0%
Q643669	1	'generator'@en	0.0%
Q64341971	1	'single series'@en	0.0%
Q64222339	1	'art term'@en	0.0%
Q64214312	1	'heritage month'@en	0.0%
Q64160820	1	'polyphonic synthesizer'@en	0.0%
Q64153217	1	'traditional district of Scotland'@en	0.0%
Q641406	1	'terrace'@en	0.0%
Q641196	1	'recoilless rifle'@en	0.0%
Q64100970	1	'animated music video'@en	0.0%
Q64037785	1	'county courthouse'@en	0.0%
Q640364	1	'municipiu of Romania'@en	0.0%
Q639907	1	'medical finding'@en	0.0%
Q63959402	1	'technical manual'@en	0.0%
Q63812927	1	'developmental stage of plant'@en	0.0%
Q6356595	1	'male beauty pageant'@en	0.0%
Q63539947	1	'artistic concept'@en	0.0%
Q635103	1	'architectural design competition'@en	0.0%
Q63493660	1	'music club'@en	0.0%
Q63438000	1	'climate emergency declaration'@en	0.0%
Q63434663	1	'amino fatty acids'@en	0.0%
Q6341928	1	'rift lake'@en	0.0%
Q63354	1	'motorcycles classification'@en	0.0%
Q63315203	1	'colloquial expression'@en	0.0%
Q63258405	1	'metalworking tool'@en	0.0%
Q63247926	1	'human-powered transport'@en	0.0%
Q63243766	1	'Anglican hymn'@en	0.0%
Q63228558	1	'fictional valley'@en	0.0%
Q63209072	1	'city in Colombia'@en	0.0%
Q631931	1	'decorative arts'@en	0.0%
Q63187384	1	'Jewish religious occupation'@en	0.0%
Q63143903	1	'episode in Greek mythology'@en	0.0%
Q6313528	1	'Junior college'@en	0.0%
Q631147	1	'infraspecific name'@en	0.0%
Q63105403	1	'Christian record label'@en	0.0%
Q63040754	1	'multiple unit class'@en	0.0%
Q62933756	1	'military unit branch-type-size class'@en	0.0%
Q628523	1	'message'@en	0.0%
Q62832	1	'observatory'@en	0.0%
Q628155	1	'workhouse'@en	0.0%
Q627603	1	'cartoon'@en	0.0%
Q627537	1	'monoplane'@en	0.0%
Q627517	1	'history journal'@en	0.0%
Q627006	1	'normal school'@en	0.0%
Q62593196	1	'German preposition'@en	0.0%
Q62584801	1	'Eurovision Song Contest selection event'@en	0.0%
Q625797	1	'Domed stadium'@en	0.0%
Q62573441	1	'Star Trek series'@en	0.0%
Q625298	1	'peace treaty'@en	0.0%
Q62521854	1	'match interval'@en	0.0%
Q625107	1	'thermonuclear weapon'@en	0.0%
Q624240	1	'Arabic name'@en	0.0%
Q623823	1	'arabesque'@en	0.0%
Q621993	1	'literary class'@en	0.0%
Q621636	1	'route of administration'@en	0.0%
Q621431	1	'Cthulhu Mythos deity'@en	0.0%
Q621421	1	'biblical judge'@en	0.0%
Q62102795	1	'reversal'@en	0.0%
Q62079009	1	'constituent college'@en	0.0%
Q62024532	1	'second-person pronoun'@en	0.0%
Q62008942	1	'electronic device model'@en	0.0%
Q6199	1	'anarchism'@en	0.0%
Q61980648	1	'urban district of Hesse'@en	0.0%
Q619300	1	'Hamadryad'@en	0.0%
Q61889487	1	'disability rights organization'@en	0.0%
Q618859	1	'apocalypticism'@en	0.0%
Q61883	1	'air force'@en	0.0%
Q61763799	1	'comarca of Aragon'@en	0.0%
Q61760621	1	'group of monuments'@en	0.0%
Q61708099	1	'urban district in Saxony'@en	0.0%
Q617028	1	'instrumentation'@en	0.0%
Q61685689	1	'tournament system'@en	0.0%
Q6165227	1	'Javanese cuisine'@en	0.0%
Q6154500	1	'acting technique'@en	0.0%
Q61441256	1	'psychophysical measurement'@en	0.0%
Q612825	1	'online dating service'@en	0.0%
Q612694	1	'remote access trojan'@en	0.0%
Q611214	1	'Next Eleven'@en	0.0%
Q60983064	1		0.0%
Q608	1	'human sexual activity'@en	0.0%
Q607958	1	'charter airline'@en	0.0%
Q607728	1	'irrational number'@en	0.0%
Q607538	1	'whirlpool'@en	0.0%
Q60723717	1	'singing competition'@en	0.0%
Q6063801	1	'parish of Venezuela'@en	0.0%
Q60618023	1	'songwriting alias'@en	0.0%
Q605704	1	'dozen'@en	0.0%
Q60534428	1	'multivolume work'@en	0.0%
Q60526706	1	'cannibal'@en	0.0%
Q60484681	1	'computer model series'@en	0.0%
Q60458065	1	'city'@en	0.0%
Q6045184	1	'interaction design pattern'@en	0.0%
Q60449655	1	'food thickener'@en	0.0%
Q60377878	1	'mounted infantry regiment'@en	0.0%
Q603773	1	'lecture'@en	0.0%
Q6031029	1	'information centre'@en	0.0%
Q60310061	1	'branch of theology'@en	0.0%
Q6023923	1	'list of Internet phenomena'@en	0.0%
Q60227	1	'sin'@en	0.0%
Q6017411	1	'independent business'@en	0.0%
Q60029820	1	'FFH-Habitat'@en	0.0%
Q600236	1	'surgical operation'@en	0.0%
Q600134	1	'course'@en	0.0%
Q6000508	1	'filicide'@en	0.0%
Q599093	1	'Perrin number'@en	0.0%
Q59864470	1	'extended play series'@en	0.0%
Q59861107	1	'temporary art exhibition'@en	0.0%
Q59859818	1	'data controller'@en	0.0%
Q59826893	1	'online digital musical document library'@en	0.0%
Q59781427	1	'entourage'@en	0.0%
Q59738577	1	'end of year poll'@en	0.0%
Q597286	1	'France in the Eurovision Song Contest'@en	0.0%
Q59616856	1	'alphabetical Psalm'@en	0.0%
Q5956785	1	'hymn tune'@en	0.0%
Q59423687	1	'potentially hazardous asteroid'@en	0.0%
Q5926864	1	'group of lakes'@en	0.0%
Q59199015	1	'group of stereoisomers'@en	0.0%
Q591763	1	'private sector'@en	0.0%
Q5916199	1	'housing development'@en	0.0%
Q591615	1	'whitespace character'@en	0.0%
Q590490	1	'code name'@en	0.0%
Q58973026	1	'rugby union governing body'@en	0.0%
Q5893	1	'red dwarf'@en	0.0%
Q58840819	1	'national rugby union team'@en	0.0%
Q5864	1	'G-type main-sequence star'@en	0.0%
Q58623289	1	'octane'@en	0.0%
Q5861916	1		0.0%
Q5849904	1	'standard'@en	0.0%
Q58480509	1	'serif typeface'@en	0.0%
Q58408484	1	'Wikimedia list of persons by surname'@en	0.0%
Q58339518	1	'Town  in India'@en	0.0%
Q582706	1	'Israeli settlement'@en	0.0%
Q581830	1	'carfree city'@en	0.0%
Q5801919	1	'sex crime'@en	0.0%
Q580148	1	'employment website'@en	0.0%
Q57976524	1	'debut solo album'@en	0.0%
Q579287	1	'phonetic alphabet'@en	0.0%
Q578584	1	'Oneiroi'@en	0.0%
Q5783996	1	'cottage'@en	0.0%
Q57833690	1	'animal racing'@en	0.0%
Q5782934	1	'labor dispute'@en	0.0%
Q57820681	1	'fictional megastructure'@en	0.0%
Q5780945	1	'suffering'@en	0.0%
Q578015	1	'mounted police'@en	0.0%
Q57735705	1	'person linked to the law'@en	0.0%
Q576921	1	'Chinese classics'@en	0.0%
Q57660343	1	'performing arts building'@en	0.0%
Q57598	1	'national day'@en	0.0%
Q574456	1	'historical negationism'@en	0.0%
Q574302	1	'biogenic anthraquinones'@en	0.0%
Q5742640	1	'romance comics'@en	0.0%
Q573607	1	'revenue service'@en	0.0%
Q57334497	1	'retail store'@en	0.0%
Q572995	1	'natural region of France'@en	0.0%
Q57237926	1	'reservation'@en	0.0%
Q570871	1	'email client'@en	0.0%
Q5707594	1	'news article'@en	0.0%
Q57058	1	'municipality of Croatia'@en	0.0%
Q570	1	'loudspeaker'@en	0.0%
Q56887437	1	'bus type'@en	0.0%
Q56883667	1	'fungal structure'@en	0.0%
Q568725	1	'invocation'@en	0.0%
Q56855534	1	'comic story'@en	0.0%
Q56829666	1	'baseball competition'@en	0.0%
Q568285	1	'supper'@en	0.0%
Q568041	1	'universal bank'@en	0.0%
Q567555	1	'anomaly'@en	0.0%
Q567303	1	'announcement'@en	0.0%
Q56651566	1	'measure of forecasting quality'@en	0.0%
Q5656067	1	'accesory'@en	0.0%
Q56557664	1	'şəhər'@en	0.0%
Q56488093	1	'Jewish family'@en	0.0%
Q56410106	1	'Limited stock company'@en	0.0%
Q56373839	1	'bee disease'@en	0.0%
Q56351315	1	'Japanese upper secondary school'@en	0.0%
Q56296601	1	'underground movement'@en	0.0%
Q56256178	1	'class of chemical compounds with similar source or occurrence'@en	0.0%
Q56053556	1	'safest web colors'@en	0.0%
Q56036687	1	'municipality of Mozambique'@en	0.0%
Q559026	1	'ship class'@en	0.0%
Q5589178	1	'regime'@en	0.0%
Q55790826	1	'secondary neoplasm'@en	0.0%
Q55789477	1	'head and neck disease'@en	0.0%
Q55788864	1	'developmental defect during embryogenesis'@en	0.0%
Q55755785	1	'IEEE standard'@en	0.0%
Q5567094	1	'glass bottle'@en	0.0%
Q55662747	1	'pair of enantiomers'@en	0.0%
Q55612991	1	'greenfield airport'@en	0.0%
Q55607025	1	'Characters in the Ramayana'@en	0.0%
Q55597235	1	'organism form'@en	0.0%
Q55594435	1	'dictionary of the German language'@en	0.0%
Q55586013	1	'fictional government body'@en	0.0%
Q55564	1	'lossy compression'@en	0.0%
Q55504191	1	'freeway network'@en	0.0%
Q55430416	1	'town in Alberta'@en	0.0%
Q55421512	1	'fictional rule'@en	0.0%
Q55237813	1	'village of New York'@en	0.0%
Q55070019	1	'video game feature'@en	0.0%
Q550089	1	'astronomical survey'@en	0.0%
Q54932319	1	'computer-animated television series'@en	0.0%
Q54932064	1	'disease attributes'@en	0.0%
Q54928607	1	'abnormally low value'@en	0.0%
Q548611	1	'districts of the Czech Republic'@en	0.0%
Q548126	1	'anime convention'@en	0.0%
Q54767	1	'puzzle video game'@en	0.0%
Q5474524	1	'foundation school'@en	0.0%
Q546440	1	'bylina'@en	0.0%
Q54505	1	'quantum field theory'@en	0.0%
Q5446565	1	'fictional company'@en	0.0%
Q5445732	1	'Festival'@en	0.0%
Q544006	1	'anxiety disorder'@en	0.0%
Q5436779	1	'fashion line'@en	0.0%
Q543151	1	'block cipher'@en	0.0%
Q5421699	1	'expression'@en	0.0%
Q5421253	1	'expletive attributive'@en	0.0%
Q5421167	1	'experimental musical instrument'@en	0.0%
Q5420001	1	'exempt charity'@en	0.0%
Q5410500	1	'faith'@en	0.0%
Q540264	1	'military slang'@en	0.0%
Q53945096	1	'group during sports competition'@en	0.0%
Q5393308	1	'Buddhist temple'@en	0.0%
Q5389993	1	'philosophical theory'@en	0.0%
Q53843792	1	'literary dylogy'@en	0.0%
Q5381350	1	'environmental protocol'@en	0.0%
Q537993	1	'database engine'@en	0.0%
Q5378616	1	'English personal pronoun'@en	0.0%
Q5378582	1	'English honorific'@en	0.0%
Q5376203	1	'endling'@en	0.0%
Q53744	1	'defoliant'@en	0.0%
Q5373787	1	'emotional expression'@en	0.0%
Q5372	1	'basketball'@en	0.0%
Q5368822	1	'parivyaya'@en	0.0%
Q53463	1	'constitutional amendment'@en	0.0%
Q5327369	1	'chōchō'@en	0.0%
Q532716	1	'miniature wargaming'@en	0.0%
Q5326904	1	'early warning system'@en	0.0%
Q5305765	1	'dramatic convention'@en	0.0%
Q52990223	1	'open science tool'@en	0.0%
Q5292	1	'encyclopedia'@en	0.0%
Q5290180	1	'domestic drama'@en	0.0%
Q5284036	1	'divided region'@en	0.0%
Q5283558	1	'district of Zimbabwe'@en	0.0%
Q5283513	1	'district of Espoo'@en	0.0%
Q5282744	1	'dissection puzzle'@en	0.0%
Q528166	1	'client'@en	0.0%
Q5276395	1	'gamer'@en	0.0%
Q527	1	'sky'@en	0.0%
Q52688389	1	'animal actor'@en	0.0%
Q526719	1	'ranking'@en	0.0%
Q5260616	1	'dependency of Norway'@en	0.0%
Q5259402	1	'impact structure'@en	0.0%
Q5257307	1	'prize'@en	0.0%
Q5253501	1	'delayed open access journal'@en	0.0%
Q5248648	1	'debugging data format'@en	0.0%
Q524158	1	'kami'@en	0.0%
Q52371	1	'regiment'@en	0.0%
Q523166	1	'gracht'@en	0.0%
Q521983	1	'etymological dictionary'@en	0.0%
Q52177058	1	'civic building'@en	0.0%
Q52154375	1	'district or neighborhood of Los Angeles'@en	0.0%
Q5215303	1	'dance squad'@en	0.0%
Q52103661	1	'former island'@en	0.0%
Q520388	1	'Eurolaul'@en	0.0%
Q52034969	1	'Super'@en	0.0%
Q51977	1	'field army'@en	0.0%
Q5193405	1	'cultural rights'@en	0.0%
Q51929517	1	'third-person plural'@en	0.0%
Q51929447	1	'third-person singular'@en	0.0%
Q5188437	1	'cross and circle game'@en	0.0%
Q51883617	1	'proposed state of the United States'@en	0.0%
Q5183590	1	'Creative Union of the Soviet Union'@en	0.0%
Q51792175	1	'roller derby league'@en	0.0%
Q5177520	1	'Country of Origin Labeling'@en	0.0%
Q51728742	1	'activity policy'@en	0.0%
Q51647	1	'mission'@en	0.0%
Q51631	1	'miracles of Jesus'@en	0.0%
Q51625	1	'Salvator Mundi'@en	0.0%
Q5161688	1	'connection game'@en	0.0%
Q5158735	1	'concoction'@en	0.0%
Q5157396	1	'computer-induced medical problem'@en	0.0%
Q5156725	1	'Composer tributes'@en	0.0%
Q5156512	1	'complete sequence'@en	0.0%
Q5154933	1	'community college district'@en	0.0%
Q5152362	1	'commencement speech'@en	0.0%
Q5151790	1	'comedy song'@en	0.0%
Q5151604	1	'fortunate number'@en	0.0%
Q5151487	1	'comedy festival'@en	0.0%
Q51399	1	'LGBT symbols'@en	0.0%
Q513760	1	'forced labour under German rule during World War II'@en	0.0%
Q5126979	1	'clarinet-viola-piano trio'@en	0.0%
Q51159762	1	'deliberate poisoning'@en	0.0%
Q510785	1	'association without lucrative purpose'@en	0.0%
Q509028	1	'ranch'@en	0.0%
Q5088917	1	'Cheat cartridge'@en	0.0%
Q50846468	1	'sports tour'@en	0.0%
Q50825544	1	'string instrument technique'@en	0.0%
Q507662	1	'Sādhanā'@en	0.0%
Q507246	1	'serialism'@en	0.0%
Q506674	1	'antimilitarism'@en	0.0%
Q506422	1	'pareidolia'@en	0.0%
Q50614237	1	'fictional ring'@en	0.0%
Q506139	1	'caryopsis'@en	0.0%
Q5061188	1	'house of culture'@en	0.0%
Q5058018	1	'Ocland'@en	0.0%
Q505744	1	'queen'@en	0.0%
Q50424085	1	'copyright status'@en	0.0%
Q504111	1	'rotational direction'@en	0.0%
Q5038204	1	'card association'@en	0.0%
Q5037279	1	'car game'@en	0.0%
Q5034013	1	'cantonment'@en	0.0%
