class	count	class;label
Q8461	1	'racism'@en
Q846025	1	'Mahajanapada'@en
Q8452914	1	'district town'@en
Q844993	1	'doxology'@en
Q844911	1	'superior planet'@en
Q844569	1	'identity'@en
Q8434	1	'education'@en
Q843227	1	'trope'@en
Q842870	1	'water gun'@en
Q842412	1	'administrative territorial entity of Turkmenistan'@en
Q841645	1	'Internet television'@en
Q841509	1	'lover'@en
Q838447	1	'public holidays in the Philippines'@en
Q8380731	1	'terminology'@en
Q837556	1	'forced displacement'@en
Q836976	1	'Delta Scuti variable'@en
Q836915	1	'free state'@en
Q83640434	1	'former county of Norway'@en
Q835439	1	'Great Awakening'@en
Q835400	1	'combine'@en
Q83471185	1	'fictional hammer'@en
Q8346700	1	'cultural heritage site in Russia'@en
Q834028	1	'laboratory equipment'@en
Q833972	1	'snow sculpture'@en
Q833212	1	'Boeing 720'@en
Q83306	1	'group'@en
Q833053	1	'theme'@en
Q832161	1	'financial ratio'@en
Q83203	1	'centaur'@en
Q8317	1	'visual effects'@en
Q831691	1	'story'@en
Q83169	1	'hydrosphere'@en
Q831663	1	'military campaign'@en
Q83155725	1	'UCUM prefix'@en
Q83090	1	'avatar'@en
Q830840	1	'audio compression'@en
Q83080356	1	'hyphenated given name'@en
Q83076627	1	'compound given name'@en
Q830528	1	'velodrome'@en
Q830457	1	'cloud cover'@en
Q829183	1	'vocation'@en
Q828909	1	'wharf'@en
Q828803	1	'job title'@en
Q82818	1	'railroad switch'@en
Q828170	1	'roadster'@en
Q827775	1	'monody'@en
Q82604	1	'design'@en
Q825237	1	'safety instrumented system'@en
Q825	1	'God in Christianity'@en
Q824979	1	'group'@en
Q82117	1	'city gate'@en
Q820655	1	'statute'@en
Q8205328	1	'artificial physical object'@en
Q820477	1	'mine'@en
Q82046811	1	'print book format'@en
Q82036085	1	'physical media format'@en
Q819774	1	'smock mill on a small hill'@en
Q819684	1	'mountain god'@en
Q819669	1	'mountain spirit'@en
Q8195619	1	'human food'@en
Q8188561	1	'letter case'@en
Q81741	1	'magic'@en
Q817393	1	'black people'@en
Q81727	1	'cup'@en
Q81672	1	'attempted murder'@en
Q81639	1	'exonym'@en
Q816264	1	'formal science'@en
Q81616558	1	'countdown song'@en
Q816063	1	'Bell number'@en
Q815844	1	'method'@en
Q815324	1	'town municipality of Turkey'@en
Q81517619	1	'branch of history'@en
Q81505329	1	'protein family associated with domain'@en
Q814232	1	'survey methodology'@en
Q812800	1	'Be star'@en
Q811906	1	'construction technique'@en
Q8104	1	'atmosphere'@en
Q80973	1	'breakfast'@en
Q80903301	1	'near-square prime'@en
Q808744	1	'piano bar'@en
Q8072	1	'volcano'@en
Q8068	1	'flood'@en
Q8059342	1	'youth program'@en
Q80592893	1	'modal text editor'@en
Q805130	1	'ballade'@en
Q8030589	1	'fictional wolf'@en
Q8028	1	'fairy'@en
Q8011595	1	'fortune-telling'@en
Q800517	1	'National Scenic Byway'@en
Q79894	1	'Braille'@en
Q79872	1	'object-oriented programming'@en
Q79719	1	'license'@en
Q795	1	'stupidity'@en
Q79423884	1	'quarter in Leipzig, Germany'@en
Q7940971	1	'voluntary aided school'@en
Q7917838	1	'vector operator'@en
Q7889609	1	'United States Championships'@en
Q7888631	1	'atheneum'@en
Q7886778	1	'union station'@en
Q7883681	1	'underground hard rock mining'@en
Q7882311	1	'unary function'@en
Q787025	1	'elevation'@en
Q786922	1	'drive-in theater'@en
Q786471	1	'Five solae'@en
Q7862038	1	'Táin Bó'@en
Q78612105	1	'ancient Greek word'@en
Q7858742	1	'two-player game'@en
Q7856	1	'rallying'@en
Q785522	1	'Italian opera'@en
Q784969	1	'architectural typology'@en
Q78493	1	'valar'@en
Q7849169	1	'Trío romántico'@en
Q783953	1	'territorial claims in Antarctica'@en
Q7834099	1	'Transformational festival'@en
Q7832362	1	'traditional story'@en
Q7832239	1	'trading fund'@en
Q7830411	1	'toxicology testing'@en
Q7829892	1	'town of New Jersey'@en
Q782543	1	'graphical user interface'@en
Q78155096	1	'family of protein complexes'@en
Q781546	1	'logical possibility'@en
Q781402	1	'piyyut'@en
Q78129516	1	'cloud supplementary feature'@en
Q7805320	1	'time formatting and storage bugs'@en
Q7802	1	'bread'@en
Q779415	1	'special administrative region of China'@en
Q778000	1	'Ausbildungsberuf'@en
Q7777019	1	'meadow'@en
Q77664398	1	'association football terminology'@en
Q775533	1	'cranial suture'@en
Q77478212	1	'bullfighting term'@en
Q77468620	1	'psychology terminology'@en
Q772497	1	'Hebrew cantillation'@en
Q77115	1	'community center'@en
Q771035	1	'traditional medicine'@en
Q770987	1	'Penitential Psalms'@en
Q7706031	1	'Tetas'@en
Q769713	1	'café-théâtre'@en
Q7697093	1	'television play'@en
Q769696	1	'ethnic minority'@en
Q769603	1	'non-metropolitan county'@en
Q7694920	1	'tehsil of India'@en
Q7692348	1	'technical limitation'@en
Q7688	1	'raion'@en
Q768575	1	'lens'@en
Q7681353	1	'Tamil Nadu State Film Awards'@en
Q7674132	1	'terrorism tactic'@en
Q766875	1	'ethnic conflict'@en
Q7643429	1	'superhero comics'@en
Q764285	1	'chemical property'@en
Q7638697	1	'sun grant institution'@en
Q7631769	1	'sub-orbital spaceplane'@en
Q7628270	1	'studio band'@en
Q7627808	1	'student center'@en
Q76213979	1	'convenience store chain'@en
Q76213285	1	'clothing store chain'@en
Q76164271	1	'sociological terminology'@en
Q7603925	1	'television documentary'@en
Q76009696	1	'administrative district of Czech municipality with authorized municipal office'@en
Q76007695	1	'administrative district of Czech municipality with expanded powers'@en
Q759860	1	'entrance examination'@en
Q7590	1	'transport'@en
Q758895	1	'audio player software'@en
Q758871	1	'audio coding format'@en
Q75871048	1	'C class'@en
Q7585305	1	'Critics\' Choice Movie Award'@en
Q7579839	1	'sports complex'@en
Q75762	1	'Zamenhof-Esperanto object'@en
Q7574898	1	'specialist law enforcement agency'@en
Q7574799	1	'special city of South Korea'@en
Q757292	1	'border checkpoint'@en
Q756926	1	'shounen-ai'@en
Q7558985	1	'solutional cave'@en
Q755017	1	'tell'@en
Q7540126	1	'headquarters'@en
Q753486	1	'screensaver'@en
Q7534220	1	'Russian fairy tales'@en
Q753110	1	'songwriter'@en
Q752783	1	'human spaceflight'@en
Q752295	1	'photoblog'@en
Q751850	1	'astronomy software'@en
Q7512608	1	'signage system'@en
Q75050	1	'genealogy software'@en
Q7502092	1	'short story cycle'@en
Q75	1	'Internet'@en
Q749720	1	'Tai'@en
Q749565	1	'structural basin'@en
Q749316	1	'snack'@en
Q7482056	1	'Irish folk music'@en
Q746628	1	'studio'@en
Q746183	1	'ketone bodies'@en
Q7460342	1	'shade of blue'@en
Q745877	1	'credit union'@en
Q745775	1	'narrative mode'@en
Q745545	1	'anti-radiation missile'@en
Q744691	1	'Mira variable'@en
Q744099	1	'hillfort'@en
Q7437588	1	'Scotticism'@en
Q7432536	1	'School of Philosophy'@en
Q7419624	1	'semi-detached house'@en
Q741701	1	'airline code'@en
Q74047	1	'ghost town'@en
Q740464	1	'legal act'@en
Q737460	1	'visual impairment'@en
Q7373622	1	'Royal Air Force station'@en
Q73712633	1	'Australian bushfire season'@en
Q736917	1	'formation'@en
Q7365	1	'muscle organ'@en
Q736427	1	'staple food'@en
Q7361876	1	'Roman Catholic dogma'@en
Q7354800	1	'rock concert'@en
Q735478	1	'newsreel'@en
Q735428	1	'town in China'@en
Q73504838	1	'Teenage Mutant Ninja Turtles film'@en
Q73502569	1	'Star Trek character'@en
Q73493683	1	
Q732997	1	'British Academy Film Awards'@en
Q732948	1	'society of apostolic life'@en
Q732876	1	'professional golf tour'@en
Q73278267	1	'copyright holding organisation'@en
Q731978	1	'mode'@en
Q7309443	1	'registration county'@en
Q7309306	1	'region of Victoria'@en
Q73071329	1	'terminator'@en
Q7307	1	'kiss'@en
Q730471	1	'Luxembourg in the Eurovision Song Contest'@en
Q729438	1	'economic integration'@en
Q728937	1	'railway line'@en
Q7283	1	'terrorism'@en
Q72803622	1	'emission-line star'@en
Q72801119	1	'tertiary amine'@en
Q728	1	'weapon'@en
Q7279006	1	'(±)-adrenaline'@en
Q727407	1	'trump'@en
Q7271585	1	'schedule'@en
Q727002	1	'charter'@en
Q72698226	1	'Damenkapelle'@en
Q726761	1	'HTML editor'@en
Q726378	1	'microkernel'@en
Q726235	1	'e-book reader'@en
Q7260412	1	'Punk zine'@en
Q7257831	1	'public holidays in Sabah'@en
Q7257727	1	'public domain music'@en
Q725744	1	'keyboard layout'@en
Q7257246	1	'pub chain'@en
Q7250609	1	'prosign for Morse code'@en
Q7248117	1	'professional wrestling weight class'@en
Q7247856	1	'productivity software'@en
Q7246190	1	'Private college'@en
Q724473	1	'chorale'@en
Q7243180	1	'primary ticket outlet'@en
Q72408184	1	
Q72406516	1	
Q723685	1	'video on demand'@en
Q722693	1	'Ireland in the Eurovision Song Contest'@en
Q722568	1	'perfluorinated compound'@en
Q722080	1	'private label'@en
Q721830	1	'pay television'@en
Q7217761	1	'manned spacecraft'@en
Q7216840	1	'urban-type settlement in Ukraine'@en
Q72148863	1	'purine ribonucleoside 5\'-triphosphate'@en
Q7209526	1	'police tactical unit'@en
Q72070508	1	'group or class of molecular entities'@en
Q719987	1	'province of Ecuador'@en
Q719592	1	'local council of Malta'@en
Q719506	1	'Maiar'@en
Q718893	1	'theater'@en
Q7188	1	'government'@en
Q7171574	1	'pet monkey'@en
Q71631512	1	'tabletop role-playing game supplement'@en
Q71533077	1	'Wikibase reason for preferred rank'@en
Q714737	1	'category of being'@en
Q71186602	1	'role'@en
Q71135998	1	'underwater observatory'@en
Q71076284	1	'award for best editing'@en
Q7075242	1	'Oboe quartet'@en
Q7069589	1	'numbered street'@en
Q70641669	1	'live album series'@en
Q7062022	1	'not-for-profit arts organization'@en
Q705914	1	'deed'@en
Q70228927	1	'recoilless personal anti-tank weapon'@en
Q701165	1	'maquis'@en
Q698105	1	'Grumman HU-16 Albatross'@en
Q697434	1	'MP3 player'@en
Q697295	1	'shrine'@en
Q697196	1	'ocean liner'@en
Q6961869	1	'naming convention'@en
Q6958514	1	'Nagar Palika'@en
Q6949149	1	'mythic humanoid'@en
Q6942465	1	'music written in all 24 major and minor keys'@en
Q69391739	1	'Greek colony'@en
Q6936404	1	'Municipalities of the State of Palestine'@en
Q6936301	1	'municipal authority in Pennsylvania'@en
Q6927120	1	
Q692077	1	'nevus'@en
Q690856	1	'ringtone'@en
Q689863	1	'synchrotron'@en
Q68773139	1	'music center'@en
Q687312	1	'Vorort'@en
Q68723978	1	'unit of temperature'@en
Q686984	1	'civil disorder'@en
Q686919	1	'Seven virtues'@en
Q686822	1	'bill'@en
Q6832945	1	'private company limited by shares'@en
Q68295960	1	'Swedish government agency'@en
Q682697	1	'comprehensive school'@en
Q6817456	1	'mental exercise'@en
Q681263	1	'open standard'@en
Q68019776	1	'multiplicative identity'@en
Q68	1	'computer'@en
Q679206	1	'organizational unit'@en
Q679165	1	'squadron'@en
Q6787799	1	'matriculation examination'@en
Q678345	1	'prequel'@en
Q678116	1	'government in exile'@en
Q677466	1	'video clip'@en
Q67605749	1	'mixing studio'@en
Q67518233	1	'process'@en
Q67476316	1	'college athletic conference'@en
Q674541	1	'Mittelgebirge'@en
Q6739664	1	'Thursday Drama (TV Asahi)'@en
Q67376938	1	'historic county of the United Kingdom'@en
Q672729	1	'Islamic Republic'@en
Q672593	1	'wheel arrangement'@en
Q67201574	1	'sub-millimetric source'@en
Q67197651	1	'Zumkeller number'@en
Q671832	1	'selling technique'@en
Q671354	1	'public holidays in Switzerland'@en
Q67123843	1	'town divided by border'@en
Q67101749	1	'group or class of transmembrane transport proteins'@en
Q67080166	1	'protocol suite'@en
Q670265	1	'eisteddfod'@en
Q670113	1	'fixed-base operator'@en
Q669970	1	'Imperial Diet'@en
Q669824	1	'frog-mouth helm'@en
Q66902062	1	'complex mixtures'@en
Q6686945	1	'wiki software'@en
Q66821499	1	'insect dye'@en
Q66811410	1	'medical profession'@en
Q66762677	1	'political term'@en
Q66747126	1	'computer science term'@en
Q66746920	1	'jargon term'@en
Q66740226	1	'military term'@en
Q6674	1	'devil'@en
Q66739237	1	'publishing term'@en
Q66736016	1	'British regiment'@en
Q66724388	1	'autonomous country within the Kingdom of Denmark'@en
Q66715753	1	'Wikimedia list of persons by position held'@en
Q6670851	1	'synchrotron light source'@en
Q667018	1	'wax museum'@en
Q666943	1	'associated commune'@en
Q66666236	1	'Wikimedia list of persons by occupation'@en
Q66654697	1	'Mexican Figure Skating Federation'@en
Q66589878	1	'tryptamine alkaloid'@en
Q66481339	1	'fictional artificial intelligence'@en
Q66475652	1	'banned work'@en
Q66475447	1	'family name affix'@en
Q66392	1	'binary compound'@en
Q66364050	1	'living arrangement'@en
Q66363776	1	'family structure'@en
Q6634155	1	'national stadium'@en
Q66307429	1	'place of mass murder'@en
Q662656	1	'pole star'@en
Q66124573	1	'menthane monoterpenoids'@en
Q66088840	1	'audio processor'@en
Q66049140	1	'soundtrack extended play'@en
Q660267	1	'Sephirot'@en
Q66010158	1	'month starting on Sunday'@en
Q6599	1	'plutino'@en
Q65988187	1	'oxygenated hydrocarbons'@en
Q65971239	1	'WWII resistance group'@en
Q65966993	1	'hypertext system'@en
Q659390	1	'construct'@en
Q6592	1	'trans-Neptunian object'@en
Q6589202	1	'interior ministry'@en
Q657596	1	'unary operation'@en
Q657326	1	'estates of the realm'@en
Q65630486	1	'fictional city-state'@en
Q65598478	1	'collaborative single'@en
Q65553774	1	'chain'@en
Q6554101	1	'medical device'@en
Q6549533	1	'limited express'@en
Q654396	1	'stellar wind'@en
Q6542557	1	'library consortium'@en
Q65236448	1	'Scout camp'@en
Q651794	1	'compiled language'@en
Q651476	1	'computer surveillance'@en
Q65069441	1	'Singlovi 2017'@en
Q65048226	1	'fictional reptile'@en
Q65048168	1	'persona in a work of fiction'@en
Q650241	1	'financial institution'@en
Q650051	1	'nuclear bomb'@en
Q6497446	1	'veil'@en
Q6497384	1	'Vulcan'@en
Q649352	1	'public holidays in Germany'@en
Q648681	1	'district of Serbia'@en
Q64831112	1	'big bang'@en
Q64767588	1	'demigod or quasi-deity in a work of fiction'@en
Q64732764	1	'cave church'@en
Q64728935	1	'future event'@en
Q6472	1	'stellar evolution'@en
Q646754	1	'open letter'@en
Q646740	1	'landing operation'@en
Q646683	1	'music sequencer'@en
Q64596595	1	'instrumental band'@en
Q645924	1	'classical Kuiper belt object'@en
Q64588497	1	'accounting term'@en
Q645858	1	'dietary supplement'@en
Q64513524	1	'economics term'@en
Q64506407	1	'skilled trade'@en
Q64503961	1	'funeral service professional'@en
Q643669	1	'generator'@en
Q64341971	1	'single series'@en
Q64222339	1	'art term'@en
Q64214312	1	'heritage month'@en
Q64160820	1	'polyphonic synthesizer'@en
Q64153217	1	'traditional district of Scotland'@en
Q641406	1	'terrace'@en
Q641196	1	'recoilless rifle'@en
Q64100970	1	'animated music video'@en
Q64037785	1	'county courthouse'@en
Q640364	1	'municipiu of Romania'@en
Q639907	1	'medical finding'@en
Q63959402	1	'technical manual'@en
Q63812927	1	'developmental stage of plant'@en
Q6356595	1	'male beauty pageant'@en
Q63539947	1	'artistic concept'@en
Q635103	1	'architectural design competition'@en
Q63493660	1	'music club'@en
Q63438000	1	'climate emergency declaration'@en
Q63434663	1	'amino fatty acids'@en
Q6341928	1	'rift lake'@en
Q63354	1	'motorcycles classification'@en
Q63315203	1	'colloquial expression'@en
Q63258405	1	'metalworking tool'@en
Q63247926	1	'human-powered transport'@en
Q63243766	1	'Anglican hymn'@en
Q63228558	1	'fictional valley'@en
Q63209072	1	'city in Colombia'@en
Q631931	1	'decorative arts'@en
Q63187384	1	'Jewish religious occupation'@en
Q63143903	1	'episode in Greek mythology'@en
Q6313528	1	'Junior college'@en
Q631147	1	'infraspecific name'@en
Q63105403	1	'Christian record label'@en
Q63040754	1	'multiple unit class'@en
Q62933756	1	'military unit branch-type-size class'@en
Q628523	1	'message'@en
Q62832	1	'observatory'@en
Q628155	1	'workhouse'@en
Q627603	1	'cartoon'@en
Q627537	1	'monoplane'@en
Q627517	1	'history journal'@en
Q627006	1	'normal school'@en
Q62593196	1	'German preposition'@en
Q62584801	1	'Eurovision Song Contest selection event'@en
Q625797	1	'Domed stadium'@en
Q62573441	1	'Star Trek series'@en
Q625298	1	'peace treaty'@en
Q62521854	1	'match interval'@en
Q625107	1	'thermonuclear weapon'@en
Q624240	1	'Arabic name'@en
Q623823	1	'arabesque'@en
Q621993	1	'literary class'@en
Q621636	1	'route of administration'@en
Q621431	1	'Cthulhu Mythos deity'@en
Q621421	1	'biblical judge'@en
Q62102795	1	'reversal'@en
Q62079009	1	'constituent college'@en
Q62024532	1	'second-person pronoun'@en
Q62008942	1	'electronic device model'@en
Q6199	1	'anarchism'@en
Q61980648	1	'urban district of Hesse'@en
Q619300	1	'Hamadryad'@en
Q61889487	1	'disability rights organization'@en
Q618859	1	'apocalypticism'@en
Q61883	1	'air force'@en
Q61763799	1	'comarca of Aragon'@en
Q61760621	1	'group of monuments'@en
Q61708099	1	'urban district in Saxony'@en
Q617028	1	'instrumentation'@en
Q61685689	1	'tournament system'@en
Q6165227	1	'Javanese cuisine'@en
Q6154500	1	'acting technique'@en
Q61441256	1	'psychophysical measurement'@en
Q612825	1	'online dating service'@en
Q612694	1	'remote access trojan'@en
Q611214	1	'Next Eleven'@en
Q60983064	1	
Q608	1	'human sexual activity'@en
Q607958	1	'charter airline'@en
Q607728	1	'irrational number'@en
Q607538	1	'whirlpool'@en
Q60723717	1	'singing competition'@en
Q6063801	1	'parish of Venezuela'@en
Q60618023	1	'songwriting alias'@en
Q605704	1	'dozen'@en
Q60534428	1	'multivolume work'@en
Q60526706	1	'cannibal'@en
Q60484681	1	'computer model series'@en
Q60458065	1	'city'@en
Q6045184	1	'interaction design pattern'@en
Q60449655	1	'food thickener'@en
Q60377878	1	'mounted infantry regiment'@en
Q603773	1	'lecture'@en
Q6031029	1	'information centre'@en
Q60310061	1	'branch of theology'@en
Q6023923	1	'list of Internet phenomena'@en
Q60227	1	'sin'@en
Q6017411	1	'independent business'@en
Q60029820	1	'FFH-Habitat'@en
Q600236	1	'surgical operation'@en
Q600134	1	'course'@en
Q6000508	1	'filicide'@en
Q599093	1	'Perrin number'@en
Q59864470	1	'extended play series'@en
Q59861107	1	'temporary art exhibition'@en
Q59859818	1	'data controller'@en
Q59826893	1	'online digital musical document library'@en
Q59781427	1	'entourage'@en
Q59738577	1	'end of year poll'@en
Q597286	1	'France in the Eurovision Song Contest'@en
Q59616856	1	'alphabetical Psalm'@en
Q5956785	1	'hymn tune'@en
Q59423687	1	'potentially hazardous asteroid'@en
Q5926864	1	'group of lakes'@en
Q59199015	1	'group of stereoisomers'@en
Q591763	1	'private sector'@en
Q5916199	1	'housing development'@en
Q591615	1	'whitespace character'@en
Q590490	1	'code name'@en
Q58973026	1	'rugby union governing body'@en
Q5893	1	'red dwarf'@en
Q58840819	1	'national rugby union team'@en
Q5864	1	'G-type main-sequence star'@en
Q58623289	1	'octane'@en
Q5861916	1	
Q5849904	1	'standard'@en
Q58480509	1	'serif typeface'@en
Q58408484	1	'Wikimedia list of persons by surname'@en
Q58339518	1	'Town  in India'@en
Q582706	1	'Israeli settlement'@en
Q581830	1	'carfree city'@en
Q5801919	1	'sex crime'@en
Q580148	1	'employment website'@en
Q57976524	1	'debut solo album'@en
Q579287	1	'phonetic alphabet'@en
Q578584	1	'Oneiroi'@en
Q5783996	1	'cottage'@en
Q57833690	1	'animal racing'@en
Q5782934	1	'labor dispute'@en
Q57820681	1	'fictional megastructure'@en
Q5780945	1	'suffering'@en
Q578015	1	'mounted police'@en
Q57735705	1	'person linked to the law'@en
Q576921	1	'Chinese classics'@en
Q57660343	1	'performing arts building'@en
Q57598	1	'national day'@en
Q574456	1	'historical negationism'@en
Q574302	1	'biogenic anthraquinones'@en
Q5742640	1	'romance comics'@en
Q573607	1	'revenue service'@en
Q57334497	1	'retail store'@en
Q572995	1	'natural region of France'@en
Q57237926	1	'reservation'@en
Q570871	1	'email client'@en
Q5707594	1	'news article'@en
Q57058	1	'municipality of Croatia'@en
Q570	1	'loudspeaker'@en
Q56887437	1	'bus type'@en
Q56883667	1	'fungal structure'@en
Q568725	1	'invocation'@en
Q56855534	1	'comic story'@en
Q56829666	1	'baseball competition'@en
Q568285	1	'supper'@en
Q568041	1	'universal bank'@en
Q567555	1	'anomaly'@en
Q567303	1	'announcement'@en
Q56651566	1	'measure of forecasting quality'@en
Q5656067	1	'accesory'@en
Q56557664	1	'şəhər'@en
Q56488093	1	'Jewish family'@en
Q56410106	1	'Limited stock company'@en
Q56373839	1	'bee disease'@en
Q56351315	1	'Japanese upper secondary school'@en
Q56296601	1	'underground movement'@en
Q56256178	1	'class of chemical compounds with similar source or occurrence'@en
Q56053556	1	'safest web colors'@en
Q56036687	1	'municipality of Mozambique'@en
Q559026	1	'ship class'@en
Q5589178	1	'regime'@en
Q55790826	1	'secondary neoplasm'@en
Q55789477	1	'head and neck disease'@en
Q55788864	1	'developmental defect during embryogenesis'@en
Q55755785	1	'IEEE standard'@en
Q5567094	1	'glass bottle'@en
Q55662747	1	'pair of enantiomers'@en
Q55612991	1	'greenfield airport'@en
Q55607025	1	'Characters in the Ramayana'@en
Q55597235	1	'organism form'@en
Q55594435	1	'dictionary of the German language'@en
Q55586013	1	'fictional government body'@en
Q55564	1	'lossy compression'@en
Q55504191	1	'freeway network'@en
Q55430416	1	'town in Alberta'@en
Q55421512	1	'fictional rule'@en
Q55237813	1	'village of New York'@en
Q55070019	1	'video game feature'@en
Q550089	1	'astronomical survey'@en
Q54932319	1	'computer-animated television series'@en
Q54932064	1	'disease attributes'@en
Q54928607	1	'abnormally low value'@en
Q548611	1	'districts of the Czech Republic'@en
Q548126	1	'anime convention'@en
Q54767	1	'puzzle video game'@en
Q5474524	1	'foundation school'@en
Q546440	1	'bylina'@en
Q54505	1	'quantum field theory'@en
Q5446565	1	'fictional company'@en
Q5445732	1	'Festival'@en
Q544006	1	'anxiety disorder'@en
Q5436779	1	'fashion line'@en
Q543151	1	'block cipher'@en
Q5421699	1	'expression'@en
Q5421253	1	'expletive attributive'@en
Q5421167	1	'experimental musical instrument'@en
Q5420001	1	'exempt charity'@en
Q5410500	1	'faith'@en
Q540264	1	'military slang'@en
Q53945096	1	'group during sports competition'@en
Q5393308	1	'Buddhist temple'@en
Q5389993	1	'philosophical theory'@en
Q53843792	1	'literary dylogy'@en
Q5381350	1	'environmental protocol'@en
Q537993	1	'database engine'@en
Q5378616	1	'English personal pronoun'@en
Q5378582	1	'English honorific'@en
Q5376203	1	'endling'@en
Q53744	1	'defoliant'@en
Q5373787	1	'emotional expression'@en
Q5372	1	'basketball'@en
Q5368822	1	'parivyaya'@en
Q53463	1	'constitutional amendment'@en
Q5327369	1	'chōchō'@en
Q532716	1	'miniature wargaming'@en
Q5326904	1	'early warning system'@en
Q5305765	1	'dramatic convention'@en
Q52990223	1	'open science tool'@en
Q5292	1	'encyclopedia'@en
Q5290180	1	'domestic drama'@en
Q5284036	1	'divided region'@en
Q5283558	1	'district of Zimbabwe'@en
Q5283513	1	'district of Espoo'@en
Q5282744	1	'dissection puzzle'@en
Q528166	1	'client'@en
Q5276395	1	'gamer'@en
Q527	1	'sky'@en
Q52688389	1	'animal actor'@en
Q526719	1	'ranking'@en
Q5260616	1	'dependency of Norway'@en
Q5259402	1	'impact structure'@en
Q5257307	1	'prize'@en
Q5253501	1	'delayed open access journal'@en
Q5248648	1	'debugging data format'@en
Q524158	1	'kami'@en
Q52371	1	'regiment'@en
Q523166	1	'gracht'@en
Q521983	1	'etymological dictionary'@en
Q52177058	1	'civic building'@en
Q52154375	1	'district or neighborhood of Los Angeles'@en
Q5215303	1	'dance squad'@en
Q52103661	1	'former island'@en
Q520388	1	'Eurolaul'@en
Q52034969	1	'Super'@en
Q51977	1	'field army'@en
Q5193405	1	'cultural rights'@en
Q51929517	1	'third-person plural'@en
Q51929447	1	'third-person singular'@en
Q5188437	1	'cross and circle game'@en
Q51883617	1	'proposed state of the United States'@en
Q5183590	1	'Creative Union of the Soviet Union'@en
Q51792175	1	'roller derby league'@en
Q5177520	1	'Country of Origin Labeling'@en
Q51728742	1	'activity policy'@en
Q51647	1	'mission'@en
Q51631	1	'miracles of Jesus'@en
Q51625	1	'Salvator Mundi'@en
Q5161688	1	'connection game'@en
Q5158735	1	'concoction'@en
Q5157396	1	'computer-induced medical problem'@en
Q5156725	1	'Composer tributes'@en
Q5156512	1	'complete sequence'@en
Q5154933	1	'community college district'@en
Q5152362	1	'commencement speech'@en
Q5151790	1	'comedy song'@en
Q5151604	1	'fortunate number'@en
Q5151487	1	'comedy festival'@en
Q51399	1	'LGBT symbols'@en
Q513760	1	'forced labour under German rule during World War II'@en
Q5126979	1	'clarinet-viola-piano trio'@en
Q51159762	1	'deliberate poisoning'@en
Q510785	1	'association without lucrative purpose'@en
Q509028	1	'ranch'@en
Q5088917	1	'Cheat cartridge'@en
Q50846468	1	'sports tour'@en
Q50825544	1	'string instrument technique'@en
Q507662	1	'Sādhanā'@en
Q507246	1	'serialism'@en
Q506674	1	'antimilitarism'@en
Q506422	1	'pareidolia'@en
Q50614237	1	'fictional ring'@en
Q506139	1	'caryopsis'@en
Q5061188	1	'house of culture'@en
Q5058018	1	'Ocland'@en
Q505744	1	'queen'@en
Q50424085	1	'copyright status'@en
Q504111	1	'rotational direction'@en
Q5038204	1	'card association'@en
Q5037279	1	'car game'@en
Q5034013	1	'cantonment'@en
Q50337	1	'prefecture of Japan'@en
Q50323322	1	'unit of illumination'@en
Q502074	1	'heliport'@en
Q502048	1	'gasoline engine'@en
Q50092815	1	'homeopathic drug'@en
Q500834	1	'tournament'@en
Q5001874	1	'business failure'@en
Q4994515	1	'file sharing software'@en
Q4994447	1	'Ducal'@en
Q49892	1	'presidential system'@en
Q49850	1	'journal'@en
Q49847565	1	'androstane steroid'@en
Q49845	1	'mail'@en
Q498289	1	'dual-listed company'@en
Q498267	1	'news aggregator'@en
Q4972100	1	'broadcast band'@en
Q4956705	1	'branding agency'@en
Q494823	1	'data format'@en
Q49393	1	'projectile'@en
Q4925872	1	'data processing system'@en
Q492255	1	'tetrapylon'@en
Q4922261	1	'guessing game'@en
Q491	1	'friendship'@en
Q49094509	1	
Q49084	1	'short story'@en
Q490173	1	'programming idiom'@en
Q4893413	1	'diplomatic correspondence'@en
Q489168	1	'mass noun'@en
Q48851989	1	'state-owned enterprise of the United States'@en
Q48727903	1	'secular hymn'@en
Q48708989	1	'cartridge family'@en
Q486983	1	'academic rank'@en
Q4859485	1	'barbarous name'@en
Q4856363	1	'Banking software'@en
Q485537	1	'odor'@en
Q4854529	1	'color of noise'@en
Q485258	1	'federative unit of Brazil'@en
Q484847	1	'e-commerce'@en
Q484318	1	'ethos'@en
Q4839591	1	'backcountry'@en
Q483639	1	'cloud computing'@en
Q48352	1	'head of state'@en
Q48351111	1	'judo technique'@en
Q483271	1	'Mnet Asian Music Awards'@en
Q48298065	1	'facet of tenis playing skill'@en
Q4828724	1	'aviation museum'@en
Q48264	1	'gender identity'@en
Q4825885	1	'authentication protocol'@en
Q4825093	1	'wardrobe malfunction'@en
Q478515	1	'ball'@en
Q477396	1	'circus'@en
Q4771007	1	'Antarctic field camp'@en
Q476807	1	'military raid'@en
Q47521	1	'stream'@en
Q47515998	1	'energy provider'@en
Q47506	1	'compiler'@en
Q475050	1	'federal district'@en
Q475023	1	'exact science'@en
Q47487597	1	'monotypic fossil taxon'@en
Q47482556	1	'message authentication code algorithm'@en
Q474717	1	'religious military order'@en
Q474328	1	'declarative sentence'@en
Q4739805	1	'vegetable oil'@en
Q473853	1	'school shooting'@en
Q47371099	1	'non-positive integer'@en
